id,name,original_name,subtitle,category,equipment,equipment_detected,exercise_type,exercise_family,base_exercise_name,primaryMuscle,secondaryMuscles,muscleGroups,hasVideo,is_compound,difficulty_level,supersetable,duration_based,hypertrophy_rating,strength_rating,fat_loss_rating,endurance_rating,general_fitness_rating,optimal_rep_range_min,optimal_rep_range_max,recommended_sets,rest_seconds,fatigability,muscles_worked_count,priority_build_muscle,priority_get_lean,priority_home,priority_gym,complementary_families,is_equipment_primary
5bb986de-b395-4028-9b08-24c5a371883d,Squat Step Out (Band),Squat Step Out (Resistance Band),Legs - Band,Legs,Band,band,strength,squat,Squat,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,False,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,4,60,85,90,50,"leg_press, leg_extension, lunge, leg_curl",False
5bcb62fc-26b4-46f2-8ed6-1fbe8fde8727,Step Up (Barbell),Step Up (Barbell),Legs - Barbell,Legs,Barbell,barbell,strength,step_up,Step Up,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,True,True,intermediate,True,False,9,9,7,5,8,6,12,4,90,7,4,95,80,65,95,"lunge, split_squat, squat",False
5bd0665e-1c68-4260-80ce-3fcfd8abf41e,"Lying Leg Raise (Band, Waist)",Lying Leg Raise (waist) (Resistance Band),"Core - Band, Waist",Core,Band,band,strength,leg_raise,Leg Raise,Lower Abs,Hip Flexors; Abs,Lower Abs; Hip Flexors; Abs,True,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,60,85,90,50,"crunch, plank, reverse_crunch",False
5bd3444f-cb1f-4b3a-9662-67dac575ba2c,Chest Fly Shoulders (Bodyweight),Chest Fly Shoulders,Chest - Bodyweight,Chest,Bodyweight,bodyweight,strength,fly,Chest Fly,Mid Chest,Front Delts,Mid Chest; Front Delts,False,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"bench_press, incline_fly, push_up",False
5bdc4e78-543c-4da5-a9d0-943adc3c6ae1,Seated Lateral Raise (Band),Seated Lateral Raise (Band),Shoulders - Band,Shoulders,Band,band,strength,lateral_raise,Lateral Raise,Side Delts,Front Delts,Side Delts; Front Delts,False,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,60,85,90,50,"shoulder_press, front_raise, rear_delt_fly",False
5be7754c-afb0-4f5d-b4e3-9cbe49cc1010,Standing Lateral Raise (Dumbbell),Standing Lateral Raise (Dumbbell),Shoulders - Dumbbell,Shoulders,Dumbbell,dumbbell,strength,lateral_raise,Lateral Raise,Side Delts,Front Delts,Side Delts; Front Delts,False,False,intermediate,True,False,9,5,5,6,6,10,15,3,60,4,2,92,90,92,90,"shoulder_press, front_raise, rear_delt_fly",True
5beda0ae-d254-41e5-8802-5c9d130f05ee,One Arm Triceps Pushdown (Cable),One Arm Triceps Pushdown (Cable),Arms - Cable,Arms,Cable,cable,strength,tricep_pushdown,Tricep Pushdown,Triceps,,Triceps,False,False,advanced,True,False,8,5,5,6,6,12,20,3,60,4,2,85,88,30,92,"tricep_extension, skull_crusher, dip",True
5bef2b98-5556-4754-8018-a2e75d2034da,Lever Supinated Grip Seated Row (plate Loaded),Lever Supinated Grip Seated Row (plate Loaded),Back - plate Loaded,Back,Machine,machine,strength,cable_row,Cable Row,Middle Back,,Middle Back,False,True,beginner,True,False,10,10,7,5,8,6,12,4,90,7,4,80,75,20,88,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",False
5bf9ead1-460a-403d-8ed0-14126d848393,Shoulder to Shoulder Press (Barbell),Landmine Shoulder To Shoulder Press,Shoulders - Barbell,Shoulders,Bodyweight,bodyweight,strength,shoulder_press,Shoulder Press,Front Delts,Side Delts; Triceps,Front Delts; Side Delts; Triceps,False,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"lateral_raise, front_raise, tricep_extension",False
5c091c8d-0b86-415a-a683-15bca68fe0c0,Kneeling Twist (Cable),Kneeling Twist (Cable),Core - Cable,Core,Cable,cable,strength,russian_twist,Russian Twist,Core,Abs,Core; Abs,False,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,4,2,85,88,30,92,"crunch, plank",False
5c0e5ea6-f49b-4bf8-9085-24a617d99726,Single Leg Romanian Deadlift (Barbell),Landmine Single Leg Romanian Deadlift,Legs - Barbell,Legs,Bodyweight,bodyweight,strength,romanian_deadlift,Romanian Deadlift,Hamstrings,Glutes; Lower Back,Hamstrings; Glutes; Lower Back,False,True,intermediate,False,False,10,10,7,5,9,5,10,4,120,9,6,70,88,95,65,"romanian_deadlift, bent_over_row, hip_thrust, squat",False
5c1c8170-a937-4370-9a4c-bef261289cbb,Double Woodchoppers (Bodyweight),Double Woodchoppers,Core - Bodyweight,Core,Bodyweight,bodyweight,plyometrics,woodchop,Woodchop,Obliques,Core; Abs,Obliques; Core; Abs,True,True,intermediate,True,False,4,5,9,8,7,8,15,3,60,8,5,70,88,95,65,"russian_twist, oblique_crunch, plank",False
5c2b8624-6938-4285-9795-6d8422b4c9d3,Lying Oblique V Up (Dumbbell),Lying Oblique V Up (Dumbbell),Core - Dumbbell,Core,Dumbbell,dumbbell,strength,v_up,V Up,Abs,Hip Flexors,Abs; Hip Flexors,False,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,92,90,92,90,"crunch, leg_raise, plank",False
5c303e2b-7648-4743-93ba-f09072a8df19,Side Step Chest Squeeze (Bodyweight),Side Step Chest Squeeze,Chest - Bodyweight,Chest,Bodyweight,bodyweight,strength,chest_isolation,Chest Isolation,Mid Chest,Front Delts,Mid Chest; Front Delts,False,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"bench_press, fly",False
5c30c64a-fbed-4f66-a914-6bfe6f3d9532,Incline Front Raise (Dumbbell),Incline Front Raise (Dumbbell),Shoulders - Dumbbell,Shoulders,Dumbbell,dumbbell,strength,front_raise,Front Raise,Front Delts,Upper Chest,Front Delts; Upper Chest,False,False,intermediate,True,False,9,5,5,6,6,10,15,3,60,4,2,92,90,92,90,"shoulder_press, lateral_raise, incline_bench_press",True
5c337d29-9ac1-43ae-9a96-85418a70b989,Deep Breathe Flaps Plyo Squat (Bodyweight),Deep Breathe Flaps Plyo Squat,Legs - Bodyweight,Legs,Bodyweight,bodyweight,plyometrics,squat,Squat,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,True,True,intermediate,False,False,10,10,9,8,9,8,15,3,60,8,5,70,88,95,65,"leg_press, leg_extension, lunge, leg_curl",False
5c3b94d0-6023-4513-b698-22161610364b,"High Row (Cable, Kneeling Rope Attachment)",High Row (kneeling Rope Attachment) (Cable),"Back - Cable, Kneeling Rope Attachment",Back,Cable,cable,strength,bent_over_row,Bent Over Row,Middle Back,Lats; Rear Delts; Biceps,Middle Back; Lats; Rear Delts; Biceps,False,True,intermediate,True,False,10,10,7,5,8,6,12,4,90,7,4,85,88,30,92,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",False
5c601f3a-26d1-4737-9d5c-da7e56a1ed06,Airbike (Bodyweight),Airbike ,Cardio - Bodyweight,Cardio,Bodyweight,bodyweight,cardio,cycling,Cycling,Cardio,Quads; Hamstrings,Cardio; Quads; Hamstrings,False,False,intermediate,False,True,2,2,9,10,8,1,1,1,60,7,5,70,88,95,65,,False
5c6179d3-4372-41ca-af80-ae176d638cec,"Lever Single Arm Shoulder Press (Ve, Plate Loaded)",Lever Single Arm Shoulder Press (plate Loaded) (VE,"Shoulders - Ve, Plate Loaded",Shoulders,Machine,machine,strength,shoulder_press,Shoulder Press,Front Delts,Side Delts; Triceps,Front Delts; Side Delts; Triceps,False,False,advanced,True,False,7,5,5,6,6,10,15,3,60,4,2,80,75,20,88,"lateral_raise, front_raise, tricep_extension",False
5c6559da-c137-476f-814f-8cd77fa04529,Lying Squat (Machine),Sled Lying Squat,Legs - Machine,Legs,Bodyweight,bodyweight,strength,squat,Squat,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,False,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,4,70,88,95,65,"leg_press, leg_extension, lunge, leg_curl",False
5c67af2f-90c1-40e9-bbcf-bc1aa2011616,Inverted Row Between Chairs (Bodyweight),Inverted Row Between Chairs,Back - Bodyweight,Back,Bodyweight,bodyweight,strength,inverted_row,Inverted Row,Middle Back,Lats; Biceps,Middle Back; Lats; Biceps,True,True,beginner,True,False,10,10,7,5,8,6,12,4,90,7,4,70,88,95,65,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",False
5c6d9a19-6090-4175-9372-1e23c9e66312,Star Plank (Bodyweight),Star Plank,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,plank,Plank,Core,Abs; Lower Back,Core; Abs; Lower Back,True,False,intermediate,True,False,7,5,5,7,6,10,15,3,60,4,2,70,88,95,65,"crunch, leg_raise, russian_twist",True
5c7028d1-3c10-46ec-8d2e-06441e6c94f4,Roll Ball Gluteus Maximus (Bodyweight),Roll Ball Gluteus Maximus,Legs - Bodyweight,Legs,Bodyweight,bodyweight,strength,glute_exercise,Glute Exercise,Glutes,Hamstrings,Glutes; Hamstrings,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"hip_thrust, glute_bridge",False
5c806409-3254-4d1c-abc7-7ba4c3c8c3f1,Elevanted Pike Push Up From Deficit (Rings),Ring Elevanted Pike Push Up From Deficit,Chest - Rings,Chest,Bodyweight,bodyweight,strength,push_up,Push Up,Mid Chest,Front Delts; Triceps; Core,Mid Chest; Front Delts; Triceps; Core,False,True,advanced,True,False,8,8,7,5,9,6,12,4,90,7,4,70,88,95,65,"bench_press, fly, dip, tricep_extension",True
5c813b59-671e-4d6b-baf0-1a85d0b657d2,Step Up High Knee (Bosu Ball) (Bodyweight),Step Up High Knee (bosu Ball),Legs - Bosu Ball,Legs,Bodyweight,bodyweight,plyometrics,step_up,Step Up,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,False,True,intermediate,True,False,4,5,10,8,7,8,15,3,60,8,5,70,88,95,65,"lunge, split_squat, squat",False
5c855965-3a5d-4c18-b33e-7c5ec46fa34f,Intermediate Hip Flexor and Quad Stretch (Bodyweight),Intermediate Hip Flexor And Quad Stretch,Stretching - Bodyweight,Stretching,Bodyweight,bodyweight,stretch,hip_stretch,Hip Stretch,,,,True,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,70,88,95,65,,False
5c85f9e9-a1c3-4cca-a411-742aeead036c,Battling Ropes High Waves (Bodyweight),Battling Ropes High Waves,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,full_body_movement,Full Body Movement,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
5c8c30e8-a27e-41c4-a828-12718194ae46,Seated Rear Lateral Raise (Cable),Seated Rear Lateral Raise (Cable),Shoulders - Cable,Shoulders,Cable,cable,strength,lateral_raise,Lateral Raise,Side Delts,Front Delts,Side Delts; Front Delts,False,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,4,2,85,88,30,92,"shoulder_press, front_raise, rear_delt_fly",False
5c8f3d54-d507-4694-95d4-c53f1527a7b4,Bent Over Row (Barbell),Bent Over Row (Barbell),Back - Barbell,Back,Barbell,barbell,strength,bent_over_row,Bent Over Row,Middle Back,Lats; Rear Delts; Biceps,Middle Back; Lats; Rear Delts; Biceps,False,True,intermediate,True,False,10,10,7,5,8,6,12,4,90,7,4,95,80,65,95,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",True
5c92da6d-cac7-4ef3-bf18-d987ba014036,Lying Cycle Punches (Bodyweight),Lying Cycle Punches,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,full_body_movement,Full Body Movement,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
5ca15595-fd35-4b78-ad47-b378e9a7b3c9,Standing Shoulder External Rotation (Band),Standing Shoulder External Rotation (Resistance Band),Shoulders - Band,Shoulders,Band,band,strength,rotation,Rotation,Side Delts,Front Delts; Rear Delts,Side Delts; Front Delts; Rear Delts,False,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,60,85,90,50,"shoulder_press, lateral_raise",False
5ca1f94d-a0d5-4cb7-97cb-bd9e2df21142,Standing Close Grip Shoulder Press (Dumbbell),Standing Close Grip Shoulder Press (Dumbbell),Shoulders - Dumbbell,Shoulders,Dumbbell,dumbbell,strength,shoulder_press,Shoulder Press,Front Delts,Side Delts; Triceps,Front Delts; Side Delts; Triceps,False,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,92,90,92,90,"lateral_raise, front_raise, tricep_extension",False
5cb3faae-5fb4-46d3-be10-9065f13be899,Lateral Tap in Squat Position (Bodyweight),Lateral Tap In Squat Position,Legs - Bodyweight,Legs,Bodyweight,bodyweight,strength,squat,Squat,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,True,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,4,70,88,95,65,"leg_press, leg_extension, lunge, leg_curl",False
5cb86b67-df5d-4c4c-8fba-a4b70e652976,Overhead Triceps Extension (Machine),Lever Overhead Triceps Extension,Arms - Machine,Arms,Machine,machine,strength,overhead_tricep_extension,Overhead Tricep Extension,Triceps,,Triceps,False,False,beginner,True,False,8,5,5,6,6,10,15,3,60,4,2,80,75,20,88,"tricep_pushdown, skull_crusher, dip, bicep_curl",False
5cc9b24d-c5ba-463d-8494-73482c3ee22d,Dynamic 90 90 Hip Twist (Bodyweight),Dynamic 90 90 Hip Twist,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,russian_twist,Russian Twist,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
5cd0b424-9a7f-4985-a203-b07499593214,Kneeling Leg Half Circle (Bodyweight),Kneeling Leg Half Circle,Legs - Bodyweight,Legs,Bodyweight,bodyweight,strength,leg_isolation,Leg Isolation,Quads,Glutes,Quads; Glutes,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"squat, leg_press",False
5cea78bc-3c69-4f9c-aa7a-186038e33b57,Plank Forearms Walk (Bodyweight),Plank Forearms Walk,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,plank,Plank,Core,Abs; Lower Back,Core; Abs; Lower Back,False,False,intermediate,True,False,7,5,5,7,6,12,20,3,60,4,2,70,88,95,65,"crunch, leg_raise, russian_twist",True
5cee3950-3aeb-4818-96a6-bb40cb57e423,Dead Bug (Bodyweight),Dead Bug,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,dead_bug,Dead Bug,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
5cfc3cba-3966-4cda-86d5-922c4ad55603,Seated Crunch (Cable),Seated Crunch (Cable),Core - Cable,Core,Cable,cable,strength,cable_crunch,Cable Crunch,Abs,,Abs,False,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,4,2,85,88,30,92,"leg_raise, plank, russian_twist",False
5d00cd4a-73f8-41f9-b5c4-fc503064cfdb,Side Step Walking (Bodyweight),Side Step Walking,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,cardio,full_body_movement,Full Body Movement,Full Body,,Full Body,True,False,intermediate,False,True,2,2,9,10,8,1,1,1,60,7,5,70,88,95,65,,False
5d01f257-5a4f-4fb8-a294-ce8801fad87f,Standing Leaning Back Stretch (Bodyweight),Standing Leaning Back Stretch,Stretching - Bodyweight,Stretching,Bodyweight,bodyweight,stretch,back_stretch,Back Stretch,Lower Back,,Lower Back,False,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,70,88,95,65,,False
5d02e775-59bd-4c67-9c8f-25235673fce8,Hack Squat (Barbell),Hack Squat (Barbell),Legs - Barbell,Legs,Barbell,barbell,strength,hack_squat,Hack Squat,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,False,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,4,95,80,65,95,"leg_press, leg_extension, lunge, leg_curl",False
5d0e2f94-bd74-4d1e-b45f-e15d83a62a44,Weighted Round Arm (Bodyweight),Weighted Round Arm,Arms - Bodyweight,Arms,Bodyweight,bodyweight,strength,arm_isolation,Arm Isolation,Biceps,Triceps,Biceps; Triceps,True,False,advanced,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"bicep_curl, tricep_extension",False
5d140b4e-bd1f-42ba-988c-ad36a0c2c968,Side Shuffle Leg Side Lift (Bodyweight),Side Shuffle Leg Side Lift,Legs - Bodyweight,Legs,Bodyweight,bodyweight,strength,shuffle,Shuffle,Quads,Glutes,Quads; Glutes,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"squat, leg_press",False
5d161625-3ea1-4f99-98c1-746db3d73f4e,Kneeling Side Plank Twist (Bodyweight),Kneeling Side Plank Twist,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,side_plank,Side Plank,Core,,Core,True,False,intermediate,True,False,7,5,5,7,6,10,15,3,60,4,2,70,88,95,65,"crunch, leg_raise, russian_twist",False
5d23814a-6072-4597-8bab-494304f92edd,Oblique Rollout (Suspension Trainer),Suspender Oblique Rollout,Full Body - Suspension Trainer,Full Body,Bodyweight,bodyweight,strength,rollout,Rollout,Full Body,,Full Body,False,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
5d2eb2f2-72dc-4b4b-a7a8-4963dc74a5d3,Squat Mobility Side Bend (Bodyweight),Squat Mobility Side Bend,Stretching - Bodyweight,Stretching,Bodyweight,bodyweight,stretch,squat,Squat,,,,True,True,beginner,False,True,10,10,8,3,9,1,1,1,30,1,2,70,88,95,65,,False
5d4ae3f8-15d4-4d79-9403-8ffca1f859c2,Front Raise Shoulders Press Combo (Dumbbell),Front Raise Shoulders Press Combo (Dumbbell),Shoulders - Dumbbell,Shoulders,Dumbbell,dumbbell,strength,front_raise,Front Raise,Front Delts,Upper Chest,Front Delts; Upper Chest,False,False,intermediate,True,False,9,5,5,6,6,10,15,3,60,4,2,92,90,92,90,"shoulder_press, lateral_raise, incline_bench_press",True
5d4fc118-cac3-461a-b0ac-cce7ebf13dee,Hanging Front Lever Hold (Machine),Hanging Front Lever Hold,Full Body - Machine,Full Body,Machine,machine,strength,full_body_movement,Full Body Movement,Full Body,,Full Body,True,False,advanced,True,False,7,5,5,7,6,10,15,3,60,4,2,80,75,20,88,,False
5daa441b-8718-4647-87d9-d42f1876999b,"Triceps Pushdown (Cable, Sz Bar)",Triceps Pushdown (SZ Bar) (Cable),"Arms - Cable, Sz Bar",Arms,Cable,cable,strength,tricep_pushdown,Tricep Pushdown,Triceps,,Triceps,False,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,4,2,85,88,30,92,"tricep_extension, skull_crusher, dip",True
5dc28475-4435-4f6d-a375-8b82bd37d652,Alternating Arm Thruster (Kettlebell),Alternating Arm Thruster (Kettlebell),Full Body - Kettlebell,Full Body,Kettlebell,kettlebell,strength,thruster,Thruster,Full Body,,Full Body,False,True,intermediate,True,False,8,8,8,5,8,6,12,4,90,9,6,75,85,85,78,"front_squat, shoulder_press, clean",False
5dc95cfb-1ee1-4a8a-b0a5-062861389c87,Leg Press (Smith Machine),Smith Leg Press,Legs - Smith Machine,Legs,Smith Machine,smith_machine,strength,leg_press,Leg Press,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,True,True,intermediate,True,False,8,8,7,5,8,6,12,4,90,7,4,72,70,25,80,"squat, leg_extension, leg_curl, hack_squat",False
5dcb47aa-5a1b-4ee5-b0f0-99f6ec38f6b0,Walking Side Step Row (Bodyweight),Walking Side Step Row,Back - Bodyweight,Back,Bodyweight,bodyweight,cardio,bent_over_row,Bent Over Row,Middle Back,Lats; Rear Delts; Biceps,Middle Back; Lats; Rear Delts; Biceps,True,True,intermediate,False,True,10,10,9,10,8,1,1,1,60,7,5,70,88,95,65,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",False
5e020abc-0969-4c61-b2a4-e7e276a96563,Plank Jack (Band),Plank Jack (Resistance Band),Core - Band,Core,Band,band,strength,plank,Plank,Core,Abs; Lower Back,Core; Abs; Lower Back,True,False,intermediate,True,False,7,5,5,7,6,10,15,3,60,4,2,60,85,90,50,"crunch, leg_raise, russian_twist",False
5e02d7b5-b49c-45cc-9e92-cef8c97a5f25,Kneeling Hip Flexor Sagital (Bodyweight),Kneeling Hip Flexor Sagital,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,full_body_movement,Full Body Movement,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
5e05060b-628f-4210-914d-323dfee75b74,Sitting Uppercut on Chair (Bodyweight),Sitting Uppercut On Chair,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,full_body_movement,Full Body Movement,Full Body,,Full Body,True,False,beginner,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
5e0c936a-f7cc-45e5-8ef8-87ef9179a8fa,Standing Hip Frontal Rotation Arm Sways (Bodyweight),Standing Hip Frontal Rotation Arm Sways,Arms - Bodyweight,Arms,Bodyweight,bodyweight,strength,rotation,Rotation,Biceps,Triceps,Biceps; Triceps,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"bicep_curl, tricep_extension",False
5e1a53c4-a239-43f1-8a6e-894f109413f9,Lying Prone Shoulder Extension (Bodyweight),Lying Prone Shoulder Extension,Arms - Bodyweight,Arms,Bodyweight,bodyweight,strength,extension,Extension,Triceps,,Triceps,False,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"tricep_extension, leg_extension",False
5e1e5bcf-25cf-4fd1-85df-b8c1d8ba7698,Standing Front Clap Back Clap (Bodyweight),Standing Front Clap Back Clap,Back - Bodyweight,Back,Bodyweight,bodyweight,strength,back_compound,Back Compound,Middle Back,Lats,Middle Back; Lats,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"bent_over_row, lat_pulldown",False
5e279953-a7e7-40de-9fa6-957651fbd159,Side Step Overhead Front Raise (Bodyweight),Side Step Overhead Front Raise,Shoulders - Bodyweight,Shoulders,Bodyweight,bodyweight,strength,front_raise,Front Raise,Front Delts,Upper Chest,Front Delts; Upper Chest,True,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"shoulder_press, lateral_raise, incline_bench_press",False
5e35b1f2-a6d4-4db6-a10c-3a96e8ddb237,Exercise Ball Pike Pushup (Bodyweight),Exercise Ball Pike Pushup,Chest - Bodyweight,Chest,Bodyweight,bodyweight,strength,push_up,Push Up,Mid Chest,Front Delts; Triceps; Core,Mid Chest; Front Delts; Triceps; Core,True,True,intermediate,True,False,8,8,7,5,8,6,12,4,90,7,4,70,88,95,65,"bench_press, fly, dip, tricep_extension",True
5e39a4a4-94f7-4393-8016-b0dbe1b32aff,Alternate Side Step Jump Side Bend (Bodyweight),Alternate Side Step Jump Side Bend,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,plyometrics,jump,Jump,Full Body,,Full Body,True,False,intermediate,True,False,4,5,9,8,7,8,15,3,60,8,5,70,88,95,65,,False
5e3e3a48-33b2-4685-b8b7-b5e2429a9b94,Weighted Crunch (Bodyweight),Weighted Crunch,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,crunch,Crunch,Upper Abs,Abs; Core,Upper Abs; Abs; Core,True,False,advanced,True,False,7,5,5,6,6,12,20,3,60,4,2,70,88,95,65,"leg_raise, plank, russian_twist",True
5e451656-1a70-40f7-a549-57a50f4e5389,Standing Behind Neck Press (Bodyweight),Standing Behind Neck Press,Neck - Bodyweight,Neck,Bodyweight,bodyweight,strength,press,Press,Neck,,Neck,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"bench_press, shoulder_press",False
5e699200-32f3-472c-9125-7aa9b05f1505,Olympic (barbell) Triceps Extension (Barbell),Olympic (Barbell) Triceps Extension,Arms - barbell,Arms,Barbell,barbell,strength,tricep_extension,Tricep Extension,Triceps,,Triceps,True,False,advanced,True,False,9,6,5,6,6,10,15,3,60,4,2,95,80,65,95,"tricep_pushdown, skull_crusher, dip, bicep_curl",False
5e6fe39c-8498-4428-aa8d-9758aeb6a063,Reverse Crunch (Bodyweight),Reverse Crunch,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,reverse_crunch,Reverse Crunch,Abs,,Abs,True,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,70,88,95,65,"leg_raise, plank, russian_twist",False
5e7ceafc-ccd0-4628-ba33-176bc871f2ae,Cross Body Punch Jack (Bodyweight),Cross Body Punch Jack,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,jumping_jack,Jumping Jack,Full Body,,Full Body,False,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
5e80f308-fc26-4af8-a744-b90759f0b80a,Seated Leaning Back Hundreds on Chair (Bodyweight),Seated Leaning Back Hundreds On Chair,Back - Bodyweight,Back,Bodyweight,bodyweight,strength,back_compound,Back Compound,Middle Back,Lats,Middle Back; Lats,False,False,beginner,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"bent_over_row, lat_pulldown",False
5e96b909-3bbf-4e3d-85a1-fded2aeb7f02,Side to Side Rotational Arm Extension (Bodyweight),Side To Side Rotational Arm Extension,Arms - Bodyweight,Arms,Bodyweight,bodyweight,strength,extension,Extension,Triceps,,Triceps,True,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"tricep_extension, leg_extension",False
5e9ec1aa-e335-4a10-9934-bff1c6ec33a3,Handstand Hold on Wall (Bodyweight),Handstand Hold On Wall,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,wall_exercise,Wall Exercise,Full Body,,Full Body,True,False,advanced,True,False,7,5,5,7,6,10,15,3,60,4,2,70,88,95,65,,False
5ea04b44-dd9e-4cea-b779-2438ab08ce0e,Butterfly Yoga Pose (Bodyweight),Butterfly Yoga Pose,Stretching - Bodyweight,Stretching,Bodyweight,bodyweight,stretch,yoga_pose,Yoga Pose,,,,True,False,beginner,True,True,8,1,2,3,6,1,1,1,30,1,2,70,88,95,65,,False
5eb187f4-bd89-4d29-9833-93a3d94272dc,Lying Elbow to Knee (Bodyweight),Lying Elbow To Knee,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,full_body_movement,Full Body Movement,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
5eb7c563-663b-4ca4-8ae4-b64ca848901a,Kneeling Single Arm Shoulder Press (Barbell),Landmine Kneeling Single Arm Shoulder Press,Shoulders - Barbell,Shoulders,Bodyweight,bodyweight,strength,shoulder_press,Shoulder Press,Front Delts,Side Delts; Triceps,Front Delts; Side Delts; Triceps,False,False,advanced,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"lateral_raise, front_raise, tricep_extension",False
5eb9c444-f3ad-43f5-a885-405cd656d822,Lever T Bar Row (plate Loaded),Lever T Bar Row (plate Loaded),Back - plate Loaded,Back,Machine,machine,strength,machine_row,Machine Row,Middle Back,,Middle Back,False,True,beginner,True,False,10,10,7,5,8,6,12,4,90,7,4,80,75,20,88,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",False
